שם ישוב,אמת,ב,ג,ד,ום,ט,כן,ל,מחל,מרצ,עם,פה,שס,umap_x,umap_y,tsne_x,tsne_y,1,2,3,4,cluster,סמל ישוב,מצביעים,כשרים,פסולים
שדי חמד,9.47,0.95,0.0,0.0,0.19,5.3,19.7,2.27,14.58,6.25,0.0,40.53,0.76,15.51111,10.6292,-17.59741,-2.8327763,יש עתיד בראשות יאיר לפיד לראשות הממשלה:40.53,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.7,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:14.58,מפלגת העבודה בראשות מרב מיכאלי:9.47,1,2015,547,543,4
שדמות דבורה,9.63,0.0,0.0,0.0,0.27,2.94,20.32,1.07,8.56,5.08,0.0,51.34,0.8,15.6442585,12.880785,-23.624073,7.7717333,יש עתיד בראשות יאיר לפיד לראשות הממשלה:51.34,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:20.32,מפלגת העבודה בראשות מרב מיכאלי:9.63,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:8.56,1,306,387,386,1
שדמות מחולה,0.0,13.77,0.6,0.0,0.0,73.05,1.8,0.3,8.08,0.0,0.0,0.3,2.1,10.230701,-4.675435,52.25825,-9.67017,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:73.05,הבית היהודי בראשות איילת שקד:13.77,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:8.08,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:2.1,7,3578,340,340,0
שדרות,1.13,0.66,0.99,0.03,0.09,24.93,5.73,5.28,42.16,0.75,0.11,5.91,12.24,14.599273,-0.22762696,26.779802,-3.9364054,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:42.16,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:24.93,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:12.24,יש עתיד בראשות יאיר לפיד לראשות הממשלה:5.91,3,1031,15342,15242,100
שואבה,8.93,0.0,0.3,0.0,0.89,7.14,11.9,1.79,29.17,11.01,0.3,26.19,2.38,15.278545,6.2128496,-0.3166396,-9.8422365,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:29.17,יש עתיד בראשות יאיר לפיד לראשות הממשלה:26.19,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:11.9,מרצ השמאל של ישראל בראשות זהבה גלאון:11.01,11,741,341,339,2
שובה,0.29,4.05,2.02,0.0,0.0,34.68,1.73,0.0,44.51,0.0,0.0,1.45,11.27,13.982513,-0.4614353,30.852207,-3.3750317,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:44.51,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:34.68,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:11.27,הבית היהודי בראשות איילת שקד:4.05,3,761,347,346,1
שובל,17.72,0.22,0.22,0.0,0.44,0.66,17.29,2.19,2.63,21.88,0.0,36.76,0.0,12.673251,14.006129,-42.501766,1.9628482,יש עתיד בראשות יאיר לפיד לראשות הממשלה:36.76,מרצ השמאל של ישראל בראשות זהבה גלאון:21.88,מפלגת העבודה בראשות מרב מיכאלי:17.72,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:17.29,6,394,466,465,1
שוהם,5.14,3.58,0.32,0.02,0.08,8.12,19.09,2.3,22.05,3.39,0.03,33.6,2.27,15.53124,7.5706754,-5.9879375,-7.9618998,יש עתיד בראשות יאיר לפיד לראשות הממשלה:33.6,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:22.05,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.09,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:8.12,9,1304,12931,12910,21
שורש,9.23,1.54,0.88,0.0,0.22,8.57,15.38,5.05,14.73,8.79,0.44,34.51,0.66,15.2093,9.614818,-14.3235445,-7.9018583,יש עתיד בראשות יאיר לפיד לראשות הממשלה:34.51,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:15.38,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:14.73,מפלגת העבודה בראשות מרב מיכאלי:9.23,9,456,476,476,0
שורשים,9.84,3.49,0.0,0.0,1.59,3.17,18.41,2.22,13.02,6.98,0.0,40.95,0.32,15.504229,10.624756,-18.398258,-3.0083568,יש עתיד בראשות יאיר לפיד לראשות הממשלה:40.95,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:18.41,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:13.02,מפלגת העבודה בראשות מרב מיכאלי:9.84,1,1235,319,318,1
שושנת העמקים,4.84,0.65,0.65,0.0,0.0,9.35,12.26,2.58,34.52,3.87,0.0,20.65,10.65,14.942958,3.8345675,11.495131,-4.4050593,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:34.52,יש עתיד בראשות יאיר לפיד לראשות הממשלה:20.65,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:12.26,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:10.65,11,224,318,317,1
שחר,2.95,1.88,0.27,0.0,0.0,10.19,16.62,1.34,38.61,1.07,0.0,12.33,14.75,15.352267,2.340028,15.959445,-3.2918427,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:38.61,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:16.62,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:14.75,יש עתיד בראשות יאיר לפיד לראשות הממשלה:12.33,11,7,376,375,1
שייח דנון,0.09,0.0,0.0,33.79,30.69,0.09,0.0,0.26,0.34,2.84,31.29,0.43,0.17,-4.06809,7.284966,0.36572164,38.685852,"בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:33.79",הרשימה הערבית המאוחדת:31.29,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:30.69",מרצ השמאל של ישראל בראשות זהבה גלאון:2.84,0,658,1191,1177,14
שילה,0.0,4.43,0.74,0.06,0.0,82.49,0.4,0.11,9.21,0.17,0.0,0.23,2.16,9.798169,-5.00861,54.27999,-7.7412643,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:82.49,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:9.21,הבית היהודי בראשות איילת שקד:4.43,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:2.16,7,3641,1772,1769,3
שילת,13.4,0.5,0.5,0.25,1.49,2.23,12.16,2.98,10.42,13.15,0.0,41.69,1.24,14.359449,13.350054,-32.823486,6.496061,יש עתיד בראשות יאיר לפיד לראשות הממשלה:41.69,מפלגת העבודה בראשות מרב מיכאלי:13.4,מרצ השמאל של ישראל בראשות זהבה גלאון:13.15,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:12.16,1,1165,414,413,1
שכניה,14.81,0.46,0.0,0.0,0.23,3.19,15.03,1.37,6.38,11.62,0.0,46.7,0.23,14.543794,13.426783,-30.102032,5.9446335,יש עתיד בראשות יאיר לפיד לראשות הממשלה:46.7,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:15.03,מפלגת העבודה בראשות מרב מיכאלי:14.81,מרצ השמאל של ישראל בראשות זהבה גלאון:11.62,1,1160,454,454,0
שלווה,0.0,2.28,2.28,0.0,0.0,20.8,0.85,0.0,49.57,0.0,0.0,1.14,23.08,14.038016,0.53280866,29.603731,2.0592837,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:49.57,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:23.08,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:20.8,הבית היהודי בראשות איילת שקד:2.28,3,873,351,351,0
שלומי,1.7,0.6,0.63,0.05,0.1,15.85,7.64,6.93,44.25,0.58,0.05,11.95,9.68,14.776044,2.16877,17.190252,0.96165,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:44.25,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:15.85,יש עתיד בראשות יאיר לפיד לראשות הממשלה:11.95,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:9.68,3,812,3913,3888,25
שמיר,14.83,0.21,0.0,0.0,0.85,1.69,17.58,1.69,4.87,19.49,0.0,38.77,0.0,12.883917,13.846435,-41.034058,2.5492115,יש עתיד בראשות יאיר לפיד לראשות הממשלה:38.77,מרצ השמאל של ישראל בראשות זהבה גלאון:19.49,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:17.58,מפלגת העבודה בראשות מרב מיכאלי:14.83,6,366,490,488,2
שמעה,1.92,1.92,0.27,0.0,0.0,59.45,4.38,1.1,24.11,0.27,0.0,3.56,3.01,11.263229,-3.6614923,46.118004,-7.7511053,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:59.45,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:24.11,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:4.38,יש עתיד בראשות יאיר לפיד לראשות הממשלה:3.56,2,3784,370,369,1
שמרת,9.17,1.18,0.3,0.0,0.3,2.96,14.5,2.37,6.8,26.92,0.0,35.5,0.0,12.235927,14.620042,-44.66986,5.6133013,יש עתיד בראשות יאיר לפיד לראשות הממשלה:35.5,מרצ השמאל של ישראל בראשות זהבה גלאון:26.92,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:14.5,מפלגת העבודה בראשות מרב מיכאלי:9.17,6,432,340,340,0
שמשית,12.9,0.3,0.37,0.0,0.3,2.46,19.02,1.27,8.87,8.5,0.07,45.71,0.22,14.921252,12.736347,-25.20662,4.188977,יש עתיד בראשות יאיר לפיד לראשות הממשלה:45.71,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.02,מפלגת העבודה בראשות מרב מיכאלי:12.9,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:8.87,1,1337,1356,1354,2
שניר,18.05,1.15,0.0,0.0,0.29,1.43,19.48,1.15,8.02,10.03,0.29,39.83,0.29,12.925567,11.693241,-32.3379,-4.9499636,יש עתיד בראשות יאיר לפיד לראשות הממשלה:39.83,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.48,מפלגת העבודה בראשות מרב מיכאלי:18.05,מרצ השמאל של ישראל בראשות זהבה גלאון:10.03,1,1132,358,358,0
שעב,0.82,0.0,0.06,16.45,45.96,0.03,0.18,0.03,0.61,0.43,31.0,4.31,0.12,-4.7398996,6.534118,2.923974,35.61924,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:45.96",הרשימה הערבית המאוחדת:31.0,"בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:16.45",יש עתיד בראשות יאיר לפיד לראשות הממשלה:4.31,10,538,3337,3313,24
שעלבים,0.76,8.02,2.57,0.0,0.15,72.01,1.51,0.15,9.38,0.3,0.0,1.36,3.78,10.359484,-4.5568533,51.88034,-8.806735,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:72.01,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:9.38,הבית היהודי בראשות איילת שקד:8.02,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:3.78,7,856,663,662,1
שער אפרים,3.89,0.72,0.51,0.0,0.1,12.3,15.37,0.92,32.68,3.69,0.0,23.77,6.05,15.143091,4.607535,6.1423454,-7.4445715,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:32.68,יש עתיד בראשות יאיר לפיד לראשות הממשלה:23.77,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:15.37,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:12.3,11,661,993,991,2
